show_id,title,director,rating,type,date_added,release_year,description
s2,7:19,Jorge Michel Grau,TV-MA,Movie,2016-12-23,2016,"After a devastating earthquake hits Mexico City, trapped survivors from all walks of life wait to be rescued while trying desperately to stay alive."
s3,23:59,Gilbert Chan,R,Movie,2018-12-20,2011,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that''s haunting their jungle island training camp."
s4,9,Shane Acker,PG-13,Movie,2017-11-16,2009,"In a postapocalyptic world, rag-doll robots hide in fear from dangerous machines out to exterminate them, until a brave newcomer joins the group."
s5,21,Robert Luketic,PG-13,Movie,2020-01-01,2008,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.
s6,46,Serdar Akar,TV-MA,TV Show,2017-07-01,2016,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect."
s7,122,Yasir Al Yasiri,TV-MA,Movie,2020-06-01,2019,"After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them."
s8,187,Kevin Reynolds,R,Movie,2019-11-01,1997,"After one of his high school students attacks him, dedicated teacher Trevor Garfield grows weary of the gang warfare in the New York City school system and moves to California to teach there, thinking it must be a less hostile environment."
s9,706,Shravan Kumar,TV-14,Movie,2019-04-01,2019,"When a doctor goes missing, his psychiatrist wife treats the bizarre medical condition of a psychic patient, who knows much more than he''s leading on."
s10,1920,Vikram Bhatt,TV-MA,Movie,2017-12-15,2008,An architect and his wife move into a castle that is slated to become a luxury hotel. But something inside is determined to stop the renovation.
s11,1922,Zak Hilditch,TV-MA,Movie,2017-10-20,2017,"A farmer pens a confession admitting to his wife''s murder, but her death is just the beginning of a macabre tale. Based on Stephen King''s novella."
s14,"2,215",Nottapon Boonprakob,TV-MA,Movie,2019-03-01,2018,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017."
s15,3022,John Suits,R,Movie,2020-03-19,2019,"Stranded when the Earth is suddenly destroyed in a mysterious cataclysm, the astronauts aboard a marooned space station slowly lose their minds."
s16,Oct-01,Kunle Afolayan,TV-14,Movie,2019-09-01,2014,"Against the backdrop of Nigeria''s looming independence from Britain, detective Danladi Waziri races to capture a killer terrorizing local women."
s18,22-Jul,Paul Greengrass,R,Movie,2018-10-10,2018,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story."
s19,15-Aug,Swapnaneel Jayakar,TV-14,Movie,2019-03-29,2019,"On India''s Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy."
s21,​​Kuch Bheege Alfaaz,Onir,TV-14,Movie,2018-09-01,2018,"After accidentally connecting over the Internet, two strangers form a tight friendship – not knowing they already share a bond."
s22,​Goli Soda 2,Vijay Milton,TV-14,Movie,2018-09-15,2018,"A taxi driver, a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians, evil dons and caste barriers."
s23,​Maj Rati ​​Keteki,Santwana Bardoloi,TV-14,Movie,2018-09-15,2017,"A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks."
s24,​Mayurakshi,Atanu Ghosh,TV-14,Movie,2018-09-15,2017,"When a middle-aged divorcee returns to Kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them."
s28,#Alive,Cho Il,TV-MA,Movie,2020-09-08,2020,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out."
s29,#AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto",TV-14,Movie,2020-07-01,2019,"Through her diary, Anne Frank''s story is retold alongside those of five Holocaust survivors in this poignant documentary from Oscar winner Helen Mirren."
s32,#FriendButMarried,Rako Prijanto,TV-G,Movie,2020-05-21,2018,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she''s getting married."
s33,#FriendButMarried 2,Rako Prijanto,TV-G,Movie,2020-06-28,2020,"As Ayu and Ditto finally transition from best friends to newlyweds, a quick pregnancy creates uncertainty for the future of their young marriage."
s34,#realityhigh,Fernando Lebrija,TV-14,Movie,2017-09-08,2017,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity."
s35,#Roxy,Michael Kennedy,TV-14,Movie,2019-04-10,2018,A teenage hacker with a huge nose helps a cool kid woo a girl that he’s secretly in love with.
s37,#Selfie,Cristina Jacob,TV-MA,Movie,2019-06-01,2014,"Two days before their final exams, three teen girls make a seaside getaway to end their adolescence with a bang."
s38,#Selfie 69,Cristina Jacob,TV-MA,Movie,2019-06-01,2016,"After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days."
s40,"¡Ay, mi madre!",Frank Ariza,TV-MA,Movie,2019-07-19,2019,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance."
s41,Çarsi Pazar,Muharrem Gülmez,TV-14,Movie,2017-03-10,2015,The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall.
s42,Ég man þig,Óskar Thór Axelsson,TV-MA,Movie,2018-03-27,2017,"Young urbanites renovating a rundown house, and a psychiatrist grieving his son''s disappearance, are connected to a supernatural, decades-old secret."
s43,Çok Filim Hareketler Bunlar,Ozan Açıktan,TV-MA,Movie,2017-03-10,2010,"Vignettes of the summer holidays follow vacationers as they battle mosquitoes, suffer ruined plans and otherwise hit snags in their precious time off."
s44,Òlòtūré,Kenneth Gyang,TV-MA,Movie,2020-10-02,2020,"In Lagos, a journalist goes undercover as a prostitute to expose human trafficking. What she finds is a world of exploited women and ruthless violence."
s45,Æon Flux,Karyn Kusama,PG-13,Movie,2018-02-01,2005,"Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government''s top leader."
s47,1 Chance 2 Dance,Adam Deyoe,TV-PG,Movie,2017-07-01,2014,"When an aspiring dancer is uprooted during her senior year of high school, she finds herself torn between two boys – and with one shot at her dream."
s48,1 Mile to You,Leif Tilden,TV-14,Movie,2017-07-07,2017,"After escaping the bus accident that killed his girlfriend, a high school student channels his grief into running, with the help of a new coach."
s49,10 Days in Sun City,Adze Ugah,TV-14,Movie,2019-10-18,2017,"After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa."
s50,10 jours en or,Nicolas Brossette,TV-14,Movie,2017-07-01,2012,"When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives."
s51,"10,000 B.C.",Roland Emmerich,PG-13,Movie,2019-06-01,2008,Fierce mammoth hunter D'Leh sets out on an impossible journey to rescue the woman he loves from a vicious warlord and save the people of his village.
s55,100 Meters,Marcel Barrena,TV-MA,Movie,2017-03-10,2016,"A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law''s help."
s58,100% Halal,Jastis Arimba,TV-14,Movie,2021-01-07,2020,"After high school, a young woman marries the man of her father''s choice but soon faces the possibility that her religion considers the union invalid."
s60,1000 Rupee Note,Shrihari Sathe,TV-14,Movie,2016-12-01,2014,"After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn''t go smoothly."
s61,12 ROUND GUN,Sam Upton,TV-MA,Movie,2019-03-14,2017,"Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch."
s63,13 Cameras,Victor Zarcoff,NR,Movie,2016-08-13,2015,"Young parents-to-be Claire and Ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras."
s66,13 Sins,Daniel Stamm,R,Movie,2019-01-13,2014,"A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he''s made a grave mistake."
s69,14 Blades,Daniel Lee,R,Movie,2019-04-03,2010,"In the age of the Ming Dynasty, Quinglong is the best of the Jinyiwei, an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor, Quinglong is called to action but is quickly betrayed."
s70,14 Cameras,"Scott Hussion, Seth Fuller",TV-MA,Movie,2018-10-27,2018,"Upping the “13 Cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy."
s72,16 Blocks,Richard Donner,PG-13,Movie,2019-11-01,2006,"Tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they''ll be lucky to make it there alive."
s73,17 Again,Burr Steers,PG-13,Movie,2021-01-01,2009,"Nearing a midlife crisis, thirty-something Mike wishes for a do-over – and that''s exactly what he gets when he wakes up to find he''s 17 again."
s74,18 Presents,Francesco Amato,TV-MA,Movie,2020-05-08,2020,A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.
s75,1898: Our Last Men in the Philippines,Salvador Calvo,R,Movie,2017-06-02,2016,"While Spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents."
s76,1BR,David Marmor,TV-MA,Movie,2020-08-23,2019,"Seeking her independence, a young woman moves to Los Angeles and settles into a cozy apartment complex with a disturbing sense of community."
s77,1st Summoning,Raymond Wood,TV-MA,Movie,2019-07-26,2018,"Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think."
s78,2 Alone in Paris,"Ramzy Bedia, Éric Judor",TV-MA,Movie,2020-06-01,2008,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they''re the last two men on Earth."
s79,2 States,Abhishek Varman,TV-PG,Movie,2018-08-04,2014,"Graduate students Krish and Ananya hope to win their parents'' approval before they marry, but the two families clash over their cultural differences."
s80,20 Feet From Stardom,Morgan Neville,PG-13,Movie,2018-09-22,2013,"Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support."
s83,2036 Origin Unknown,Hasraf Dulull,TV-14,Movie,2018-12-20,2018,"Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery."
s84,20th Century Women,Mike Mills,R,Movie,2019-06-28,2016,"In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him."
s85,21 & Over,"Jon Lucas, Scott Moore",R,Movie,2019-04-16,2013,Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.
s89,2307: Winter's Dream,Joey Curtis,TV-MA,Movie,2018-03-01,2016,"In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion."
s90,24 Hours to Live,Brian Smrz,R,Movie,2018-04-07,2017,"Revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself."
s91,25 Kille,Simranjit Singh Hundal,TV-14,Movie,2018-10-01,2016,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over."
s92,26 Years,Geun-hyun Cho,TV-MA,Movie,2017-10-01,2012,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator."
s93,"27, el club de los malditos",Nicanor Loreti,TV-MA,Movie,2018-05-01,2018,"After a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27."
s94,27: Gone Too Soon,Simon Napier-Bell,TV-MA,Movie,2018-05-01,2017,"Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain and Amy Winehouse."
s95,28 Days,Betty Thomas,PG-13,Movie,2020-09-30,2000,"After her drunken antics result in property damage, an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook."
s97,3 Days to Kill,McG,PG-13,Movie,2020-12-01,2014,A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.
s99,3 Generations,Gaby Dellal,PG-13,Movie,2017-08-28,2015,"When teenage Ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father."
s100,3 Heroines,Iman Brotoseno,TV-PG,Movie,2019-01-05,2016,Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.
s101,3 Idiots,Rajkumar Hirani,PG-13,Movie,2019-08-01,2009,"While attending one of India''s premier colleges, three miserable engineering students and best friends struggle to beat the school''s draconian system."
s103,3 Türken & ein Baby,Sinan Akkuş,TV-MA,Movie,2016-12-15,2015,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.
s104,30 Days of Luxury,Hani Hamdi,TV-14,Movie,2019-04-18,2016,"With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub."
s105,30 Minutes or Less,Ruben Fleischer,R,Movie,2021-01-01,2011,Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.
s106,300 Miles to Heaven,Maciej Dejczer,TV-14,Movie,2019-10-01,1989,"Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home."
s107,365 Days,"Barbara Białowąs, Tomasz Mandes",TV-MA,Movie,2020-06-07,2020,"A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him."
s108,37 Seconds,Hikari,TV-MA,Movie,2020-01-31,2020,"Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation."
s110,40 Sticks,Victor Gatonye,TV-14,Movie,2020-11-20,2019,"When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer."
s111,42 Grams,Jack C. Newell,TV-MA,Movie,2018-02-01,2017,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
s114,48 Christmas Wishes,"Marco Deufemia, Justin G. Dyck",TV-G,Movie,2017-12-20,2017,"When a small town''s letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish."
s115,4L,Gerardo Olivares,TV-MA,Movie,2019-07-12,2019,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter."
s116,4th Man Out,Andrew Nackman,NR,Movie,2016-05-05,2015,"A young mechanic comes out to his extremely straight best friends. Once they get used to the idea, they''re determined to help him find the right guy."
s117,4th Republic,Ishaya Bako,TV-MA,Movie,2020-06-13,2019,"After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent''s victory."
s119,5 Flights Up,Richard Loncraine,PG-13,Movie,2019-03-17,2014,"A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one."
s120,5 Star Christmas,Marco Risi,TV-14,Movie,2018-12-07,2018,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
s121,5 to 7,Victor Levin,R,Movie,2017-03-16,2014,A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.
s122,50 First Dates,Peter Segal,PG-13,Movie,2020-12-01,2004,"After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
s123,50/50,Jonathan Levine,R,Movie,2019-06-01,2011,An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.
s124,5CM,Rizal Mantovani,TV-14,Movie,2018-09-28,2012,"Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship."
s125,5Gang,Matei Dima,TV-14,Movie,2020-04-27,2019,"To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster''s daughter — until he gets kidnapped."
s126,6 Balloons,Marja Lewis Ryan,TV-MA,Movie,2018-04-06,2018,A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.
s127,6 Days,Toa Fraser,R,Movie,2018-02-08,2017,"When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid."
s128,6 Underground,Michael Bay,R,Movie,2019-12-13,2019,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator."
s129,6 Years,Hannah Fidell,TV-MA,Movie,2015-09-08,2015,"As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future."
s130,6-5=2,Bharat Jain,TV-MA,Movie,2017-11-01,2014,"Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical."
s132,68 Kill,Trent Haaga,R,Movie,2019-09-01,2017,A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.
s133,7 (Seven),Nizar Shafi,TV-14,TV Show,2019-07-30,2019,"Multiple women report their husbands as missing but when it appears they are looking for the same man, a police officer traces their cryptic connection."
s134,7 años,Roger Gual,TV-MA,Movie,2016-10-27,2016,Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.
s136,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi",TV-PG,Movie,2019-05-15,2018,"Given just seven days by a genie to find a girl who will fall for him, a nerdy young man embarks on a madcap and messy search for his would-be wife."
s137,7 Khoon Maaf,Vishal Bhardwaj,TV-MA,Movie,2018-08-02,2011,"Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed."
s144,90 ML,Anita Udeep,TV-MA,Movie,2019-08-13,2019,Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.
s145,93 Days,Steve Gukas,TV-PG,Movie,2020-03-05,2016,Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.
s146,A 2nd Chance,Clay Glen,PG,Movie,2017-07-01,2011,"A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team."
s148,A Babysitter's Guide to Monster Hunting,Rachel Talalay,TV-PG,Movie,2020-10-15,2020,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she''s watching on Halloween."
s149,A Bad Moms Christmas,"Jon Lucas, Scott Moore",R,Movie,2020-02-14,2017,"Stressed-out moms Amy, Carla and Kiki are back, and the looming Christmas holiday gets even more daunting when their mothers show up for a visit."
s150,A Beautiful Life,Andrew Lau Wai-Keung,TV-14,Movie,2018-12-01,2011,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives."
s151,A Billion Colour Story,Padmakumar Narasimhamurthy,TV-14,Movie,2018-04-01,2016,The curious child of idealistic interfaith parents observes an increasingly intolerant world as his family faces financial strain.
s152,A Boy Called Po,John Asher,PG,Movie,2018-01-15,2016,"After his wife''s death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying."
s154,A Bridge Too Far,Richard Attenborough,PG,Movie,2020-07-01,1977,This wartime drama details a pivotal day in 1944 when an Allied task force tried to win World War II by seizing control of key bridges in Holland.
s155,A California Christmas,Shaun Paul Piccinino,PG-13,Movie,2020-12-14,2020,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family’s land before Christmas."
s156,A Champion Heart,David de Vos,G,Movie,2020-04-14,2018,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected."
s157,A Chaster Marriage,Umut Kirca,TV-14,Movie,2020-10-02,2016,"Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves."
s158,A Choo,"Kevin Ko, Peter Tsi",TV-14,Movie,2020-10-14,2020,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain."
s160,A Christmas Prince,Alex Zamm,TV-PG,Movie,2017-11-17,2017,Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.
s161,A Christmas Prince: The Royal Baby,John Schultz,TV-PG,Movie,2019-12-05,2019,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery."
s162,A Christmas Prince: The Royal Wedding,John Schultz,TV-PG,Movie,2018-11-30,2018,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol."
s163,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,TV-Y7,Movie,2016-12-20,2016,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.
s164,A Cinderella Story,Mark Rosman,PG,Movie,2020-01-01,2004,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?
s165,A Cinderella Story: Christmas Wish,Michelle Johnston,PG,Movie,2019-12-01,2019,"Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle."
s166,A Clockwork Orange,Stanley Kubrick,R,Movie,2020-11-01,1971,"In this dark satire from director Stanley Kubrick, a young, vicious sociopath in a dystopian England undergoes an experimental rehabilitation therapy."
s167,A Dangerous Woman,Stephen Gyllenhaal,R,Movie,2018-04-01,1993,"At the center of this engrossing melodrama is a Golden Globe-nominated turn by Debra Winger, who plays a sheltered, slow-witted woman living with her widowed Aunt Frances while working at a dry cleaners."
s168,A Fairly Odd Summer,Savage Steve Holland,TV-Y7,Movie,2019-11-02,2014,"In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands."
s169,A Fall from Grace,Tyler Perry,TV-MA,Movie,2020-01-17,2020,"When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry."
s170,A Family Affair,Tom Fassaert,TV-PG,Movie,2016-10-16,2015,The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.
s171,A Family Man,Mark Williams,R,Movie,2019-12-15,2016,A ruthless corporate headhunter battles his rival for a promotion while dealing with a family crisis that threatens to derail his career.
s172,A Family Reunion Christmas,Robbie Countryman,TV-PG,Movie,2019-12-09,2019,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.
s173,A Flying Jatt,Remo D'Souza,TV-14,Movie,2017-11-15,2016,A timid man gets unexpected superpowers while trying to save his family's land and a sacred tree from a ruthless tycoon.
s174,A Fortunate Man,Bille August,TV-MA,Movie,2019-04-20,2018,"A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen''s elite, but the pride propelling him threatens to be his ruin."
s175,A Futile and Stupid Gesture,David Wain,TV-MA,Movie,2018-01-26,2018,"In a brief life full of triumph and failure, National Lampoon co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s."
s176,A Ghost Story,David Lowery,R,Movie,2020-01-07,2017,"Following a fatal car crash, a man''s spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open."
s177,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,R,Movie,2018-07-15,2012,"When his girlfriend walks out and leaves him a wreck, a graphic designer – who seemed to have it all – sets out to discover where he went wrong."
s178,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo",TV-Y,Movie,2020-11-27,2020,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone."
s182,A Grand Night In: The Story of Aardman,Richard Mears,TV-PG,Movie,2016-11-01,2015,"Aardman Animations icons Wallace & Gromit, Morph and more join fans and collaborators for a retrospective celebrating the studio''s 40th anniversary."
s184,A Haunted House,Michael Tiddes,R,Movie,2020-02-21,2013,"This spoof on scary movies follows a young couple settling into a new home, where an evil spirit — and horrifyingly hilarious antics — await."
s185,A Haunting at Silver Falls: The Return,Teo Konuralp,TV-14,Movie,2019-09-17,2019,"When the ghost of her serial killer aunt seemingly resurfaces, Jordan must return to Silver Falls in hopes of finally putting an end to the torment."
s186,A Heavy Heart,Thomas Stuber,TV-MA,Movie,2017-02-15,2015,"Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder."
s187,A Holiday Engagement,Jim Fall,TV-G,Movie,2019-11-04,2011,Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
s188,A Home with A View,Herman Yau,TV-MA,Movie,2019-04-30,2019,"When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down."
s190,A Kid from Coney Island,"Coodie, Chike",TV-MA,Movie,2020-07-06,2019,"From gifted athlete to professional NBA hooper, Coney Island''s Stephon Marbury navigates the pressures, pitfalls and peaks of his basketball journey."
s191,A Kind of Murder,Andy Goddard,R,Movie,2017-05-01,2016,"Obsessed with an unsolved murder case, a crime novelist stuck in an unhappy marriage fantasizes about killing his wife, who soon turns up dead."
s193,A Land Imagined,Yeo Siew Hua,TV-MA,Movie,2019-04-13,2019,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
s197,A Little Chaos,Alan Rickman,R,Movie,2019-04-17,2014,"A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she''s ensnared in political and romantic complications."
s202,A Love Story,Maryo J. De los Reyes,TV-14,Movie,2019-03-14,2007,"Self-made millionaire Ian thinks he''s found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn."
s204,A Mighty Team,Thomas Sorriaux,TV-MA,Movie,2016-10-15,2016,"When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth."
s206,A Monster Calls,J.A. Bayona,PG-13,Movie,2021-01-16,2016,"Overwhelmed by his mother’s illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster."
s207,A Most Violent Year,J.C. Chandor,R,Movie,2018-07-22,2014,Abel Morales tries to avoid corruption's easy path as he pursues the American Dream amid an increasingly violent business war in 1981 New York City.
s210,A New York Christmas Wedding,Otoja Abit,TV-MA,Movie,2020-11-05,2020,"As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she''d followed feelings for her childhood best friend."
s211,A Night at the Roxbury,John Fortenberry,PG-13,Movie,2019-12-01,1998,"After a run-in with Richard Grieco, dimwits Doug and Steve gain entry to a swanky nightclub in this comedy based on a Saturday Night Live sketch."
s212,A Noble Intention,Joram Lürsen,TV-MA,Movie,2016-09-01,2015,"In 1888 Amsterdam, a headstrong violin maker finds himself immersed in peril and tragedy after challenging businessmen who threaten his community."
s213,A Patch of Fog,Michael Lennox,TV-MA,Movie,2017-04-15,2015,"When a guard catches a writer-television host shoplifting, instead of turning him in, he only asks to be a friend, then begins to rule his life."
s215,A Perfect Ending,Nicole Conn,TV-MA,Movie,2019-01-01,2012,"After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl."
s216,A Perfect Man,Kees Van Oostrum,R,Movie,2019-06-06,2013,"Nina thinks her husband, James, is cheating on her, and she sets out to prove it by calling him and pretending to be another woman."
s218,A Princess for Christmas,Michael Damian,TV-PG,Movie,2020-08-28,2011,"At the invitation of a relative, young Jules Daly travels with her niece and nephew to a castle in Europe, where Jules falls for a dashing prince."
s219,A Queen Is Born,Carla Barros,TV-14,TV Show,2020-11-11,2020,Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show.
s220,A Remarkable Tale,Marina Seresesky,TV-MA,Movie,2019-11-01,2019,"The residents of an isolated town look to revive their home''s identity when a group of foreigners unexpectedly arrive, bringing culture shock with them."
s221,A Russell Peters Christmas,Henry Sarwer-Foner,NR,Movie,2013-11-01,2011,"Inspired by the variety shows of the 1970s, A Russell Peters Christmas is a sweet, silly, sentimental and, most of all, funny Christmas special."
s222,A Scandall,Ishaan Trivedi,TV-MA,Movie,2017-10-15,2016,"A film school graduate is interested in making a movie about his girlfriend''s uncle, who claims that he can see his long-dead daughter."
