show_id,title,director,rating,type,date_added,release_year,description
s2919,I Will Follow,Ava DuVernay,TV-14,Movie,2020-05-20,2010,"Devastated after her aunt dies, Maye moves out of the home they shared and copes with her grief, yet finds comfort in the kindness of other mourners."
s2920,"I, Daniel Blake",Ken Loach,R,Movie,2019-04-19,2016,"While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight."
s2921,I'll See You in My Dreams,Brett Haley,PG-13,Movie,2019-10-22,2015,"After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves."
s2922,I'll Sleep When I'm Dead,Justin Krook,TV-MA,Movie,2016-08-19,2016,"Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki."
s2923,I'm Brent Morin,Lance Bangs,TV-MA,Movie,2019-08-06,2015,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician."
s2924,I'm in Love with a Church Girl,Steve Race,PG,Movie,2017-10-01,2013,"When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path."
s2926,I'm No Longer Here,Fernando Frías de la Parra,TV-MA,Movie,2020-05-27,2019,"A terrible misunderstanding with a local gang sends 17-year-old Ulises, leader of a group hooked on cumbia music, across the border to save his life."
s2928,I'm Thinking of Ending Things,Charlie Kaufman,R,Movie,2020-09-04,2020,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.
s2930,반드시 잡는다,Hong-seon Kim,TV-MA,Movie,2018-02-28,2017,"After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago."
s2931,Ibiza,Alex Richanbach,TV-MA,Movie,2018-05-25,2018,"When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ."
s2932,IBOY,Adam Randall,TV-MA,Movie,2017-01-27,2017,"When shards of a cell phone get lodged in a teenager''s brain, he discovers he can control electronic devices and uses his newfound power for revenge."
s2933,Icarus,Bryan Fogel,TV-MA,Movie,2017-08-04,2017,An American filmmaker and cyclist unwittingly wades into a global scandal when a Russian scientist leaks shocking details of a vast doping conspiracy.
s2935,Ice Guardians,Brett Harvey,TV-MA,Movie,2017-10-01,2016,"This film explores the controversial role of ice hockey enforcers, as well as the physical and mental price paid by the game''s notorious tough guys."
s2936,Iceman,Law Wing-cheong,R,Movie,2018-01-23,2014,"Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle."
s2938,Ideachi Kalpana,Sachin,TV-14,Movie,2018-01-01,2010,"After an actor is hit by a car driven by the police commissioner''s sister, his scheming brother-in-law files a bogus suit against the commissioner."
s2943,Igor,Tony Leondis,PG,Movie,2019-09-01,2008,"Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen."
s2944,III Smoking Barrels,Sanjib Dey,TV-MA,Movie,2019-06-01,2017,"In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime."
s2945,Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,TV-MA,Movie,2016-09-23,2016,"The stand-up sensation tackles TV''s Shark Tank, what it means to be a woman and how to deal with the lawless party goblin that lives in us all."
s2946,Iliza Shlesinger: Elder Millennial,Steve Paley,TV-MA,Movie,2018-07-24,2018,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what''s to come."
s2948,Iliza Shlesinger: Unveiled,Steve Paley,TV-MA,Movie,2019-11-19,2019,"Here comes the bride, and she''s got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs."
s2949,Iliza Shlesinger: War Paint,Jay Chapman,NR,Movie,2013-09-01,2013,"Last Comic Standing winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas."
s2950,Illang: The Wolf Brigade,Kim Jee-woon,TV-MA,Movie,2018-10-19,2018,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby."
s2951,Imagine That,Karey Kirkpatrick,PG,Movie,2019-12-07,2009,"Work problems are piling up for a businessman. But when he discovers a pathway to his daughter''s imaginary world, he starts finding some solutions."
s2952,Imago,"Karan Shivajirao Chavan, Vikram Tanajirao Patil",TV-PG,Movie,2019-03-20,2018,"A teen with vitiligo struggles with self-doubt and anxiety until a new schoolteacher sees her through a different lens, and urges her to do the same."
s2954,Immoral Tales,Walerian Borowczyk,UR,Movie,2019-06-06,1974,"This anthology illustrates the timeless nature of desire in four stories of incest, bloodlust and other forbidden subjects."
s2957,Imperfect,Steve Cheng,TV-MA,Movie,2018-12-20,2012,"After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble."
s2958,Imperial Dreams,Malik Vitthal,TV-MA,Movie,2017-02-03,2014,"A young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans."
s2960,In a Valley of Violence,Ti West,R,Movie,2020-10-16,2016,"After a quiet drifter is met with violence and bullying in a small town, he finds himself enmeshed in a vengeful struggle with the local marshal."
s2962,In Darkness,Anthony Byrne,TV-MA,Movie,2018-09-22,2018,"A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes."
s2963,In Defense of a Married Man,Joel Oliansky,TV-14,Movie,2011-10-01,1990,"A lawyer''s husband is having an affair. When his mistress is found dead, he becomes the prime suspect – and his wife must take charge of his defense."
s2964,In Family I Trust,Patricia Font,TV-MA,Movie,2019-05-10,2018,"After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel."
s2967,In Line,Tope Oshin,TV-14,Movie,2020-10-30,2017,"A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse."
s2969,In Paradox,Hamad AlSarraf,TV-14,Movie,2020-05-07,2019,"On the run from assailants, a man desperately seeks to take control of his strange memories before they consume his life — and sanity."
s2970,In Search of Fellini,Taron Lexton,R,Movie,2018-03-19,2017,A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.
s2973,In The Deep,Johannes Roberts,PG-13,Movie,2018-01-10,2017,"With little oxygen left in their scuba tanks, two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby."
s2974,In the Shadow of Iris,Jalil Lespert,TV-MA,Movie,2017-05-01,2016,"The sudden disappearance of a wealthy banker''s wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions."
s2975,In the Shadow of the Moon,Jim Mickle,TV-MA,Movie,2019-09-27,2019,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.
s2976,In the Tall Grass,Vincenzo Natali,TV-MA,Movie,2019-10-04,2019,"After hearing a boy''s cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out."
s2977,In This Corner of the World,Sunao Katabuchi,PG-13,Movie,2018-03-15,2016,"Suzu marries into a family living outside of Hiroshima and quickly settles into her new life, until World War II challenges her ability to survive."
s2979,Incarnate,Brad Peyton,PG-13,Movie,2020-12-16,2016,An unconventional demon hunter faces his greatest challenge when he steps inside the subconscious mind of a boy possessed by a powerful entity.
s2980,Inception,Christopher Nolan,PG-13,Movie,2020-01-01,2010,"In this mind-bending sci-fi thriller, a man runs an espionage business built around entering the subconscious of his targets to mold their thoughts."
s2981,Incir Receli 2,Aytaç Ağırlar,TV-14,Movie,2017-03-10,2014,"Grief-stricken over the death of his true love, singer-songwriter Metin has given up on life, until he meets Gizem, who slowly reawakens his heart."
s2982,Incoming,Eric Zaragosa,TV-MA,Movie,2018-10-26,2019,"When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them."
s2983,Incomplete,Suman Mukhopadhyay,TV-MA,Movie,2017-04-08,2017,"A man returns to his childhood hometown, where he meets the happily married woman he once jilted, while his best friend endures a more volatile union."
s2984,Inconceivable,Jonathan Baker,R,Movie,2018-03-01,2017,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.
s2986,Incredibles 2 (Spanish Version),Brad Bird,PG,Movie,2019-02-08,2018,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting."
s2987,INDIA,Sanjeev Gupta,NR,Movie,2017-02-17,2014,"A man buys a young girl, code-names her Doll and sends her to live with a mother of two who has a mysterious mission to be fulfilled."
s2989,Indian Horse,Stephen S. Campanelli,TV-MA,Movie,2020-03-31,2017,"Stripped of his heritage at a residential school, an indigenous student finds refuge on the rink when he discovers a passion for hockey."
s2991,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,PG-13,Movie,2019-01-01,2008,"Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers."
s2992,Indiana Jones and the Last Crusade,Steven Spielberg,PG-13,Movie,2019-01-01,1989,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail."
s2993,Indiana Jones and the Raiders of the Lost Ark,Steven Spielberg,PG,Movie,2019-01-01,1981,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
s2994,Indiana Jones and the Temple of Doom,Steven Spielberg,PG,Movie,2019-01-01,1984,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone."
s2995,Indiscretion,John Stewart Muller,TV-MA,Movie,2017-02-01,2016,"After a weekend fling with artist Victor, Veronica, a psychiatrist and politician''s wife, becomes the target of Victor''s dangerous romantic obsession."
s2996,Inequality for All,Jacob Kornbluth,PG,Movie,2018-08-29,2013,Former U.S. Labor Secretary Robert Reich makes a compelling case about the serious crisis the U.S. faces due to the widening economic gap.
s2998,Inglourious Basterds,Quentin Tarantino,R,Movie,2019-07-22,2009,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off."
s3002,Inhuman Kiss,Sittisiri Mongkolsiri,TV-MA,Movie,2019-06-30,2019,A teenage girl is caught between the affections of two childhood friends while battling the bloodthirsty demon inside of her that manifests at night.
s3003,Inhuman Resources,Ziad Doueiri,TV-MA,TV Show,2020-05-15,2020,"Alain Delambre, unemployed and 57, is lured by an attractive job opening. But things get ugly when he realizes he’s a pawn in a cruel corporate game."
s3004,Initial D,"Andrew Lau Wai-Keung, Alan Mak",TV-14,Movie,2018-08-01,2005,"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it''s the teen''s turn to take the wheel."
s3006,Inkaar,Sudhir Mishra,TV-MA,Movie,2020-07-05,2013,"An ad agency CEO is put under investigation when his ambitious protégée – and lover – accuses him of sexual harassment, vying for his top position."
s3007,Inkheart,Iain Softley,PG,Movie,2019-07-01,2008,"Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud."
s3009,Innocent,Seren Yüce,TV-MA,TV Show,2019-01-23,2017,"In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets."
s3010,Insan,K. Subhash,TV-14,Movie,2018-03-01,2005,"A grieving policeman and a rickshaw driver are brought together by a dark, tragic secret that will change their lives forever."
s3013,Inside Man: Most Wanted,Michael J. Bassett,R,Movie,2019-09-24,2019,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.
s3020,Insidious,James Wan,PG-13,Movie,2019-05-09,2010,"Hoping to leave their haunted house behind, a suburban family moves to a new place, only to learn the home wasn''t haunted... but their eldest son is."
s3024,Instructions Not Included,Eugenio Derbez,PG-13,Movie,2020-01-01,2013,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot."
s3027,Internet Famous,Michael Gallagher,TV-14,Movie,2016-07-21,2016,Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.
s3028,Interrogation,Vetrimaaran,TV-MA,Movie,2016-12-01,2015,"In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail."
s3030,Interview with a Serial Killer,Christopher Martin,TV-MA,Movie,2016-08-01,2008,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds."
s3032,Into the Forest,Patricia Rozema,R,Movie,2018-11-07,2015,"In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse."
s3033,Into the Inferno,Werner Herzog,TV-PG,Movie,2016-10-28,2016,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices."
s3035,Into the Wild,Sean Penn,R,Movie,2021-01-01,2007,A young man gives up everything – including his trust fund and ties to a seemingly stable family – to lead a solitary life in the wild.
s3036,Intuition,Alejandro Montiel,TV-MA,Movie,2020-05-28,2020,"Police officer Pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. The prequel to Perdida."
s3038,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,TV-PG,Movie,2017-09-01,2004,"Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo."
s3039,Inuyasha the Movie - La spada del dominatore del mondo,Toshiya Shinohara,TV-14,Movie,2017-09-01,2003,The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.
s3040,InuYasha the Movie: Affections Touching Across Time,Toshiya Shinohara,TV-PG,Movie,2018-08-25,2001,"A powerful demon has been sealed away for 200 years. But when the demon''s son is awakened, the fate of the world is in jeopardy."
s3041,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,TV-14,Movie,2017-09-01,2002,"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy."
s3043,Invictus,Clint Eastwood,PG-13,Movie,2019-11-01,2009,"After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa."
s3044,Invisible,Pablo Giorgelli,TV-MA,Movie,2018-08-01,2017,"After learning she''s pregnant, a teen grapples with the consequences while trying to go about her life as if nothing has changed."
s3046,Inxeba,John Trengove,TV-MA,Movie,2018-02-01,2017,"At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret."
s3047,IO,Jonathan Helpert,TV-14,Movie,2019-01-18,2019,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who''s racing to catch the last shuttle off the planet."
s3048,Ip Man,Wilson Yip,R,Movie,2016-01-15,2008,"An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first."
s3049,Ip Man 2,Wilson Yip,R,Movie,2016-01-15,2010,"New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals'' opposition to the Wing Chun fighting style he teaches."
s3050,Ip Man 3,Wilson Yip,PG-13,Movie,2016-06-18,2015,"Martial arts master Ip springs into action when his son''s school is threatened by a shady American, then defends his status as wing chun champion."
s3051,Ip Man 4: The Finale,Wilson Yip,TV-MA,Movie,2020-07-21,2019,"Ip Man travels to San Francisco with his son and wrestles with tensions between martial arts masters and his star student, Bruce Lee."
s3052,Iqbal,Nagesh Kukunoor,TV-Y7,Movie,2018-03-01,2006,A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.
s3053,Irada Pakka,Kedar Shinde,TV-14,Movie,2018-03-15,2010,"Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path."
s3055,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,TV-14,Movie,2019-07-19,2018,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states."
s3058,Iron Man & Captain America: Heroes United,Leo Riley,PG,Movie,2014-10-12,2014,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together."
s3061,Irreplaceable You,Stephanie Laing,TV-MA,Movie,2018-02-16,2018,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who''s clueless when it comes to dating."
s3063,Is Love Enough? Sir,Rohena Gera,TV-MA,Movie,2021-01-08,2018,"A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them."
s3064,Isa Pa with Feelings,Prime Cruz,TV-G,Movie,2020-12-25,2019,"When an aspiring architect falls for her Deaf neighbor, they develop a connection and set out to form their own love language despite their differences."
s3065,Ishq Vishk,Ken Ghosh,TV-PG,Movie,2020-09-28,2003,"When the duplicitous Rajiv expresses his love for Payal, a cruel lie kicks off a story of self-discovery and unexpected romance."
s3066,Ishqedarriyaan,V. K. Prakash,TV-14,Movie,2018-03-01,2015,A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.
s3067,Ishqiya,Abhishek Chaubey,TV-14,Movie,2020-09-28,2009,A deceitful woman seduces two of her late husband’s crooked friends into helping her hatch a nefarious kidnapping plot for a hefty ransom.
s3068,Isi & Ossi,Oliver Kienle,TV-MA,Movie,2020-02-14,2020,A billionaire's daughter fakes a relationship with a cash-strapped boxer in order to coerce her parents into letting her pursue her culinary dreams.
s3071,Isoken,Jadesola Osiberu,TV-14,Movie,2019-12-15,2017,"Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
s3073,Issaq,Manish Tiwary,TV-MA,Movie,2018-03-01,2013,Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.
s3074,It Comes at Night,Trey Edward Shults,R,Movie,2019-12-09,2017,"As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help."
s3076,It Takes a Man and a Woman,Cathy Garcia-Molina,TV-PG,Movie,2019-02-27,2013,"Laida and Miggy used to be in love, but now they''re forced to work together in a professional capacity – and neither is completely over their past."
s3077,It Takes Two,Andy Tennant,PG,Movie,2019-11-20,1995,"The Olsen twins put a cute new spin on Mark Twain''s classic tale The Prince and the Pauper, playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa."
s3080,It's Her Day,Aniedi Anwah,TV-MA,Movie,2020-07-29,2016,"After a man promises his fiancé a dream wedding, he must keep up with her outrageous requests to have the most lavish ceremony possible."
s3081,It's Now or Never,Maria Ripoll,TV-MA,Movie,2016-03-01,2015,"When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart."
s3083,"It''s Okay, Buddy",Hani Hamdi,TV-14,Movie,2019-06-06,2017,Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.
s3085,Ittefaq,Abhay Chopra,TV-MA,Movie,2018-04-03,2017,"A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth."
s3086,Iverson,Zatella Beatty,NR,Movie,2016-04-01,2014,"This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport."
s3087,Iyore,Frank Rajah Arase,TV-PG,Movie,2019-12-20,2015,A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.
s3092,Jaal,Umesh Mehra,TV-14,Movie,2017-12-08,1986,"When a mysterious woman hires Shankar to spy on a family, he must determine how his own father''s abandonment figures into the situation."
s3093,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,TV-14,Movie,2019-12-31,2006,"To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her."
s3094,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,TV-14,Movie,2021-01-10,2008,Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.
s3095,Jab Harry Met Sejal,Imtiaz Ali,TV-MA,Movie,2017-12-02,2017,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.
s3096,Jab We Met,Imtiaz Ali,TV-14,Movie,2020-09-28,2007,Changing fortunes await a wealthy but dejected industrialist when he meets a spirited chatterbox on a train in this breezy Bollywood romantic comedy.
s3097,Jack and the Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla",PG,Movie,2017-02-08,2013,"Equipped with a mechanical heart and determined to stay out of death''s shadow, young Jack understands that love could prove fatal."
s3099,Jack Taylor,Stuart Orme,TV-MA,TV Show,2013-03-31,2016,Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.
s3100,Jack Whitehall: At Large,Brian Klein,TV-MA,Movie,2017-10-24,2017,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson."
s3101,Jack Whitehall: Christmas with My Father,Richard van't Riet,TV-MA,Movie,2019-12-12,2019,"Jack Whitehall invites his notoriously stuffy father onstage in London''s West End for a Christmas comedy extravaganza, complete with celebrity guests."
s3102,Jack Whitehall: I'm Only Joking,"Dave Skinner, Freddie Waters",TV-MA,Movie,2020-07-21,2020,"Jack Whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father."
s3104,Jackie Brown,Quentin Tarantino,R,Movie,2019-08-01,1997,"When an aging flight attendant''s caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough."
s3105,Jackie: A Tale of Two Sisters,Edward Cotterill,TV-PG,Movie,2017-06-01,2017,"Rachael Stirling narrates this multifaceted portrait of former First Lady Jacqueline Kennedy Onassis and her younger sister, Lee Radziwill."
s3106,Jackpot,Dustin Nguyen,TV-14,Movie,2018-10-06,2015,A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.
s3107,Jacob's Ladder,David M. Rosenthal,R,Movie,2019-12-22,2019,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions."
s3108,Jada,Kumaran,TV-14,Movie,2020-02-07,2019,"Wishing to settle an old score, a promising soccer player defies his coach’s wishes and leads his team to participate in a violent form of the sport."
s3109,Jag älskar dig: En skilsmässokomedi,Johan Brisinger,TV-MA,Movie,2018-03-15,2016,"Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own."
s3110,Jagat,Shanjey Kumar Perumal,TV-MA,Movie,2019-04-02,2015,"In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime."
s3111,Jagga Jasoos,Anurag Basu,TV-14,Movie,2018-10-01,2017,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side."
s3112,Jai Mummy Di,Navjot Gulati,TV-MA,Movie,2020-03-14,2020,"Sick of keeping their love a secret from their constantly bickering mothers, a young couple seeks to uncover the cause of the women’s longstanding war."
s3113,Jail,Madhur Bhandarkar,TV-14,Movie,2019-12-31,2009,"Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial."
s3115,Jailbreak,Jimmy Henderson,TV-MA,Movie,2018-05-02,2017,Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.
s3117,Jal,Girish Malik,TV-14,Movie,2017-10-15,2013,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.
s3118,Jalpari: The Desert Mermaid,Nila Madhab Panda,TV-14,Movie,2018-05-19,2012,"When they travel to their father''s ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets."
s3119,James Acaster: Repertoire,Dan Lucchesi,TV-14,TV Show,2018-03-27,2018,"Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials."
s3120,Jamtara - Sabka Number Ayega,Soumendra Padhi,TV-MA,TV Show,2020-01-10,2020,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it."
s3121,Janaan,Azfar Jafri,TV-14,Movie,2017-09-15,2016,"After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin."
s3124,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",TV-MA,Movie,2018-06-29,2018,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
s3125,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,TV-MA,Movie,2019-08-09,2018,"A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams."
s3128,Jarhead: Law of Return,Don Michael Paul,R,Movie,2019-12-25,2019,"When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home."
s3129,Jatt James Bond,Rohit Jugraj,TV-14,Movie,2018-10-01,2014,"Shinda loves Laali but can''t have her, so he and his friends come up with an elaborate plan to solve all their problems and win her."
s3130,Jatts in Golmaal,Ksshitij Chaudhary,TV-PG,Movie,2018-11-01,2013,"Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant."
s3131,Jay and Silent Bob Strike Back,Kevin Smith,R,Movie,2019-01-01,2001,"Jay and Silent Bob''s comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production."
s3132,Jealousy and medicine,Janusz Majewski,TV-MA,Movie,2019-10-01,1973,"Tormented by mistrust, a businessman hires a cagey tailor to track his wife''s whereabouts with her doctor only to send his mind further down an abyss."
s3133,Jefe,Sergio Barrejón,TV-MA,Movie,2018-10-26,2018,"A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption."
s3134,Jeff Dunham: All Over the Map,Robb Dipple,TV-MA,Movie,2019-11-16,2014,"America''s most beloved ventriloquist hits the road, bringing along all of his most popular pals, including Achmed, Peanut and Walter."
s3135,Jeff Dunham: Arguing with Myself,Manny Rodriguez,TV-MA,Movie,2019-03-15,2006,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America''s funniest comics – slays audiences across the country."
s3136,Jeff Dunham: Beside Himself,Troy Miller,TV-MA,Movie,2019-09-24,2019,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture."
s3137,Jeff Dunham: Controlled Chaos,"Michael Simon, Matthew McNeil",TV-MA,Movie,2019-03-15,2011,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham''s live concert performance featuring characters Walter, Achmed and Peanut."
s3138,Jeff Dunham: Minding the Monsters,Manny Rodriguez,TV-MA,Movie,2019-03-15,2012,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer."
s3139,Jeff Dunham: Relative Disaster,Michael Simon,TV-MA,Movie,2017-09-12,2017,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.
s3140,Jeff Dunham: Unhinged in Hollywood,Michael Simon,TV-MA,Movie,2020-01-01,2015,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.
s3141,Jeff Dunham's Very Special Christmas Special,Michael Simon,TV-MA,Movie,2019-03-15,2008,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special."
