show_id,actor_id,genre_id,country_id
s5262,17092,1,1
s5262,17093,1,1
s6785,17382,1,1
s5882,17597,1,1
s5491,17643,1,1
s5491,17644,1,1
s5491,17645,1,1
s6749,17671,1,1
s5527,17754,1,1
s5527,17755,1,1
s5527,17756,1,1
s5527,17757,1,1
s7691,18191,1,1
s5882,18585,1,1
s5882,18586,1,1
s5882,18587,1,1
s5882,18588,1,1
s5882,18589,1,1
s6058,18989,1,1
s6058,18990,1,1
s6058,18991,1,1
s6058,18992,1,1
s6215,19438,1,1
s6749,19438,1,1
s6215,19439,1,1
s6215,19440,1,1
s6215,19441,1,1
s6215,19442,1,1
s6215,19443,1,1
s6215,19444,1,1
s6215,19445,1,1
s6217,19459,1,1
s6217,19460,1,1
s6217,19461,1,1
s6217,19462,1,1
s6217,19463,1,1
s6217,19464,1,1
s6217,19465,1,1
s6217,19466,1,1
s6217,19467,1,1
s6217,19468,1,1
s6217,19469,1,1
s6785,20306,1,1
s6690,20680,1,1
s6690,20725,1,1
s6749,20835,1,1
s6749,20836,1,1
s6749,20837,1,1
s6749,20838,1,1
s6785,20970,1,1
s7096,21715,1,1
s7096,21716,1,1
s7096,21717,1,1
s7405,22364,1,1
s7405,22365,1,1
s7483,22540,1,1
s7483,22541,1,1
s7691,23003,1,1
s7691,23004,1,1
s7691,23005,1,1
s7691,23006,1,1
s7691,23007,1,1
s7691,23008,1,1
s7691,23009,1,1
s2,1,2,1
s5527,1,2,1
s2,2,2,1
s2,3,2,1
s2,4,2,1
s2,5,2,1
s2,6,2,1
s6875,6,2,1
s2042,312,2,1
s2042,401,2,1
s6690,402,2,1
s4255,694,2,1
s4255,825,2,1
s2224,1187,2,1
s2224,1192,2,1
s6690,1425,2,1
s293,1710,2,1
s293,1711,2,1
s293,1712,2,1
s4300,1712,2,1
s293,1713,2,1
s5698,1713,2,1
s293,1714,2,1
s293,1715,2,1
s421,2294,2,1
s421,2295,2,1
s3024,2295,2,1
s421,2296,2,1
s421,2297,2,1
s421,2298,2,1
s421,2299,2,1
s5491,2299,2,1
s421,2300,2,1
s421,2301,2,1
s7735,2301,2,1
s421,2302,2,1
s421,2303,2,1
s2224,3036,2,1
s2042,3405,2,1
s7691,3405,2,1
s773,3878,2,1
s7096,3878,2,1
s773,3879,2,1
s6215,3879,2,1
s773,3880,2,1
s773,3881,2,1
s773,3882,2,1
s773,3883,2,1
s773,3884,2,1
s773,3885,2,1
s773,3886,2,1
s791,3942,2,1
s791,3943,2,1
s791,3944,2,1
s791,3945,2,1
s791,3946,2,1
s827,4091,2,1
s827,4092,2,1
s827,4093,2,1
s827,4094,2,1
s827,4095,2,1
s827,4096,2,1
s827,4097,2,1
s827,4098,2,1
s827,4099,2,1
s827,4100,2,1
s4750,4116,2,1
s7691,4718,2,1
s3723,4731,2,1
s2224,4810,2,1
s6215,4819,2,1
s2042,4998,2,1
s3024,5488,2,1
s4493,5488,2,1
s7405,5488,2,1
s1615,5489,2,1
s1477,6392,2,1
s1477,6393,2,1
s1477,6394,2,1
s1477,6395,2,1
s1477,6396,2,1
s1477,6397,2,1
s1477,6398,2,1
s5115,6693,2,1
s6749,6694,2,1
s2030,6702,2,1
s2616,6704,2,1
s7735,6706,2,1
s4300,6711,2,1
s4300,6712,2,1
s1615,6833,2,1
s5491,6833,2,1
s6690,6833,2,1
s1615,6834,2,1
s1615,6835,2,1
s1615,6836,2,1
s1615,6837,2,1
s1615,6838,2,1
s1615,6839,2,1
s6215,7324,2,1
s7691,7324,2,1
s4792,7980,2,1
s1954,7981,2,1
s2042,7981,2,1
s2616,7981,2,1
s5115,7981,2,1
s6875,7981,2,1
s7096,7981,2,1
s1954,7982,2,1
s1954,7983,2,1
s1954,7984,2,1
s1954,7985,2,1
s5527,7985,2,1
s1954,7986,2,1
s1954,7987,2,1
s4300,7987,2,1
s6875,7987,2,1
s7735,7987,2,1
s1954,7988,2,1
s2616,7988,2,1
s6485,7988,2,1
s6875,7988,2,1
s1954,7989,2,1
s1954,7990,2,1
s1954,7991,2,1
s1954,7992,2,1
s1966,7997,2,1
s1966,7998,2,1
s5727,7998,2,1
s1966,7999,2,1
s1966,8000,2,1
s1966,8001,2,1
s1966,8002,2,1
s1966,8003,2,1
s4750,8051,2,1
s2030,8216,2,1
s6749,8216,2,1
s2030,8217,2,1
s3837,8217,2,1
s2030,8218,2,1
s7735,8218,2,1
s2030,8219,2,1
s4255,8219,2,1
s5527,8219,2,1
s2030,8220,2,1
s2030,8221,2,1
s2030,8222,2,1
s2030,8223,2,1
s2030,8224,2,1
s4819,8224,2,1
s2042,8251,2,1
s2042,8252,2,1
s2042,8253,2,1
s2042,8254,2,1
s2042,8255,2,1
s2042,8256,2,1
s2042,8257,2,1
s6215,8274,2,1
s4750,8277,2,1
s6215,8277,2,1
s2224,8325,2,1
s2224,8775,2,1
s2224,8776,2,1
s2224,8777,2,1
s2224,8778,2,1
s2224,8779,2,1
s2224,8780,2,1
s2224,8781,2,1
s2224,8782,2,1
s4750,10079,2,1
s2616,10104,2,1
s2616,10105,2,1
s4300,10105,2,1
s2616,10106,2,1
s3837,10106,2,1
s7096,10106,2,1
s6690,10374,2,1
s3024,10781,2,1
s2926,11046,2,1
s2926,11047,2,1
s2926,11048,2,1
s2926,11049,2,1
s2926,11050,2,1
s2926,11051,2,1
s2926,11052,2,1
s2926,11053,2,1
s2926,11054,2,1
s2926,11055,2,1
s2926,11056,2,1
s6058,11238,2,1
s3024,11342,2,1
s3024,11343,2,1
s3024,11344,2,1
s3024,11345,2,1
s3024,11346,2,1
s3024,11347,2,1
s3024,11348,2,1
s3498,12591,2,1
s3498,12592,2,1
s3498,12593,2,1
s3498,12594,2,1
s3498,12595,2,1
s3498,12596,2,1
s3498,12597,2,1
s3498,12598,2,1
s3498,12599,2,1
s3498,12600,2,1
s6485,12609,2,1
s5727,12677,2,1
s3640,12891,2,1
s3640,12892,2,1
s3640,12893,2,1
s3640,12894,2,1
s3837,12894,2,1
s3640,12895,2,1
s3640,12896,2,1
s3640,12897,2,1
s3640,12898,2,1
s3690,13016,2,1
s3690,13017,2,1
s3690,13018,2,1
s3690,13019,2,1
s3690,13020,2,1
s3690,13021,2,1
s3690,13022,2,1
s3690,13023,2,1
s3690,13024,2,1
s3690,13025,2,1
s3702,13048,2,1
s3702,13049,2,1
s3702,13050,2,1
s3702,13051,2,1
s3721,13126,2,1
s3723,13127,2,1
s3723,13128,2,1
s3723,13129,2,1
s3723,13130,2,1
s3723,13131,2,1
s3723,13132,2,1
s3723,13133,2,1
s3723,13134,2,1
s5161,13134,2,1
s3723,13135,2,1
s3723,13136,2,1
s3837,13427,2,1
s5527,13427,2,1
s3837,13428,2,1
s3837,13429,2,1
s3837,13430,2,1
s3837,13431,2,1
s3837,13432,2,1
s3837,13433,2,1
s4493,13433,2,1
s4005,13860,2,1
s4005,13861,2,1
s4005,13862,2,1
s4005,13863,2,1
s4005,13864,2,1
s4005,13865,2,1
s4005,13866,2,1
s4005,13867,2,1
s7735,13867,2,1
s4005,13868,2,1
s4005,13869,2,1
s4255,14521,2,1
s4255,14522,2,1
s4255,14523,2,1
s4300,14653,2,1
s4300,14654,2,1
s4300,14655,2,1
s4300,14656,2,1
s4819,14656,2,1
s4300,14657,2,1
s5491,14773,2,1
s4493,15108,2,1
s6690,15108,2,1
s4493,15109,2,1
s4493,15110,2,1
s4493,15111,2,1
s4493,15112,2,1
s4493,15113,2,1
s4493,15114,2,1
s4493,15115,2,1
s4493,15116,2,1
s4493,15117,2,1
s6058,15117,2,1
s4493,15118,2,1
s4750,15782,2,1
s4750,15783,2,1
s7691,15783,2,1
s4750,15784,2,1
s4750,15785,2,1
s4750,15786,2,1
s4750,15787,2,1
s4819,15974,2,1
s4819,15975,2,1
s4819,15976,2,1
s4819,15977,2,1
s4819,15978,2,1
s4819,15979,2,1
s5115,16686,2,1
s5115,16687,2,1
s5115,16688,2,1
s5115,16689,2,1
s5115,16690,2,1
s7735,16690,2,1
s5115,16691,2,1
s5115,16692,2,1
s5115,16693,2,1
s7096,16693,2,1
s7691,16693,2,1
s5161,16785,2,1
s5161,16786,2,1
s5161,16787,2,1
s5161,16788,2,1
s5161,16789,2,1
s5161,16790,2,1
s5161,16791,2,1
s5190,16890,2,1
s5190,16891,2,1
s5190,16892,2,1
s5190,16893,2,1
s5190,16894,2,1
s5262,17092,2,1
s5262,17093,2,1
s5270,17115,2,1
s5270,17116,2,1
s5270,17117,2,1
s5270,17118,2,1
s5270,17119,2,1
s5270,17120,2,1
s5270,17121,2,1
s5270,17122,2,1
s5491,17643,2,1
s5491,17644,2,1
s5491,17645,2,1
s6749,17671,2,1
s5527,17754,2,1
s5527,17755,2,1
s5527,17756,2,1
s5527,17757,2,1
s5698,18184,2,1
s5698,18185,2,1
s5698,18186,2,1
s5698,18187,2,1
s5698,18188,2,1
s5698,18189,2,1
s5698,18190,2,1
s5698,18191,2,1
s7691,18191,2,1
s5698,18192,2,1
s5698,18193,2,1
s5727,18193,2,1
s5698,18194,2,1
s5698,18195,2,1
s5698,18196,2,1
s5698,18197,2,1
s5698,18198,2,1
s5727,18248,2,1
s5727,18249,2,1
s5727,18250,2,1
s5727,18251,2,1
s5727,18252,2,1
s5727,18253,2,1
s5727,18254,2,1
s5727,18255,2,1
s5727,18256,2,1
s5727,18257,2,1
s5727,18258,2,1
s6058,18989,2,1
s6058,18990,2,1
s6058,18991,2,1
s6485,18991,2,1
s6058,18992,2,1
s6215,19438,2,1
s6749,19438,2,1
s6215,19439,2,1
s6215,19440,2,1
s6215,19441,2,1
s6215,19442,2,1
s6215,19443,2,1
s6215,19444,2,1
s6215,19445,2,1
s6217,19459,2,1
s6217,19460,2,1
s6217,19461,2,1
s6217,19462,2,1
s6217,19463,2,1
s6217,19464,2,1
s6217,19465,2,1
s6217,19466,2,1
s6217,19467,2,1
s6217,19468,2,1
s6217,19469,2,1
s6276,19608,2,1
s6276,19609,2,1
s6276,19610,2,1
s6276,19611,2,1
s6485,20186,2,1
s6485,20187,2,1
s6485,20188,2,1
s6485,20189,2,1
s6485,20190,2,1
s6485,20191,2,1
s6485,20192,2,1
s6690,20680,2,1
s6690,20725,2,1
s6749,20835,2,1
s6749,20836,2,1
s6749,20837,2,1
s6749,20838,2,1
s6875,21159,2,1
s6875,21160,2,1
s6875,21161,2,1
s6875,21162,2,1
s6875,21163,2,1
s6875,21164,2,1
s6875,21165,2,1
s7096,21715,2,1
s7096,21716,2,1
s7096,21717,2,1
s7405,22364,2,1
s7405,22365,2,1
s7483,22540,2,1
s7483,22541,2,1
s7691,23003,2,1
s7691,23004,2,1
s7691,23005,2,1
s7735,23005,2,1
s7691,23006,2,1
s7691,23007,2,1
s7691,23008,2,1
s7691,23009,2,1
s7735,23106,2,1
s7735,23107,2,1
s7735,23108,2,1
s7735,23109,2,1
s7735,23110,2,1
s7735,23111,2,1
s7774,23192,2,1
s7774,23193,2,1
s7774,23194,2,1
s7774,23195,2,1
s7774,23196,2,1
s5158,19,4,1
s5158,21,4,1
s6645,890,4,1
s6645,1775,4,1
s7163,1900,4,1
s7163,2336,4,1
s3531,2547,4,1
s3531,3856,4,1
s6645,5635,4,1
s3531,6017,4,1
s7163,8969,4,1
s6645,10345,4,1
s5298,10881,4,1
s7163,11106,4,1
s6058,11238,4,1
s5158,12466,4,1
s3498,12591,4,1
s3498,12592,4,1
s3498,12593,4,1
s3498,12594,4,1
s3498,12595,4,1
s3498,12596,4,1
s3498,12597,4,1
s3498,12598,4,1
s3498,12599,4,1
s3498,12600,4,1
s3531,12671,4,1
s3531,12672,4,1
s3531,12673,4,1
s5298,12673,4,1
s3531,12674,4,1
s3531,12675,4,1
s3531,12676,4,1
s3531,12677,4,1
s5298,12677,4,1
s6645,12821,4,1
s6058,15117,4,1
s6645,15123,4,1
s5158,16770,4,1
s5158,16771,4,1
s5158,16772,4,1
s5158,16773,4,1
s5298,17186,4,1
s5298,17187,4,1
s5298,17188,4,1
s5298,17189,4,1
s7163,18224,4,1
s6058,18989,4,1
s6058,18990,4,1
s6058,18991,4,1
s6058,18992,4,1
s6645,20597,4,1
s6645,20598,4,1
s6645,20599,4,1
s6645,20600,4,1
s7163,21069,4,1
s7163,21853,4,1
s7163,21854,4,1
s7163,21855,4,1
s7163,21856,4,1
s5527,1,13,1
s6690,402,13,1
s2841,855,13,1
s1230,1209,13,1
s5882,1407,13,1
s6690,1425,13,1
s2841,1444,13,1
s293,1710,13,1
s293,1711,13,1
s293,1712,13,1
s4300,1712,13,1
s293,1713,13,1
s5698,1713,13,1
s293,1714,13,1
s293,1715,13,1
s3466,1894,13,1
s421,2294,13,1
s421,2295,13,1
s3024,2295,13,1
s421,2296,13,1
s421,2297,13,1
s421,2298,13,1
s421,2299,13,1
s421,2300,13,1
s421,2301,13,1
s7735,2301,13,1
s421,2302,13,1
s421,2303,13,1
s3466,2587,13,1
s2841,3228,13,1
s1230,3405,13,1
s5882,3626,13,1
s5882,3628,13,1
s2841,3787,13,1
s3466,4357,13,1
s2841,4379,13,1
s1230,4718,13,1
s1577,5487,13,1
s3024,5488,13,1
s1230,5634,13,1
s1230,5635,13,1
s1230,5636,13,1
s1230,5637,13,1
s1230,5638,13,1
s2841,6170,13,1
s1477,6392,13,1
s1477,6393,13,1
s1477,6394,13,1
s1477,6395,13,1
s1477,6396,13,1
s1477,6397,13,1
s1477,6398,13,1
s1577,6692,13,1
s1577,6693,13,1
s5115,6693,13,1
s1577,6694,13,1
s6749,6694,13,1
s1577,6695,13,1
s1577,6696,13,1
s1577,6697,13,1
s1577,6698,13,1
s1577,6699,13,1
s1577,6700,13,1
s1577,6701,13,1
s1577,6702,13,1
s1577,6703,13,1
s1577,6704,13,1
s2616,6704,13,1
s1577,6705,13,1
s1577,6706,13,1
s7735,6706,13,1
s1577,6707,13,1
s1577,6708,13,1
s1577,6709,13,1
s1577,6710,13,1
s1577,6711,13,1
s4300,6711,13,1
s1577,6712,13,1
s4300,6712,13,1
s6690,6833,13,1
s2616,7981,13,1
s5115,7981,13,1
s5527,7985,13,1
s4300,7987,13,1
s7735,7987,13,1
s2616,7988,13,1
s6749,8216,13,1
s3837,8217,13,1
s7735,8218,13,1
s5527,8219,13,1
s4819,8224,13,1
s3466,8517,13,1
s3466,9282,13,1
s3466,9765,13,1
s4383,9766,13,1
s2616,10104,13,1
s2616,10105,13,1
s4300,10105,13,1
s2616,10106,13,1
s3837,10106,13,1
s2841,10143,13,1
s5882,10199,13,1
s6690,10374,13,1
s2841,10781,13,1
s3024,10781,13,1
s2841,10782,13,1
s2841,10783,13,1
s2841,10784,13,1
s2841,10785,13,1
s2841,10786,13,1
s3024,11342,13,1
s3024,11343,13,1
s3024,11344,13,1
s3024,11345,13,1
s3024,11346,13,1
s3024,11347,13,1
s3024,11348,13,1
s3466,12519,13,1
s3466,12520,13,1
s3466,12521,13,1
s3466,12522,13,1
s3837,12894,13,1
s3690,13016,13,1
s3690,13017,13,1
s3690,13018,13,1
s3690,13019,13,1
s3690,13020,13,1
s3690,13021,13,1
s3690,13022,13,1
s3690,13023,13,1
s3690,13024,13,1
s3690,13025,13,1
s3837,13427,13,1
s5527,13427,13,1
s3837,13428,13,1
s3837,13429,13,1
s3837,13430,13,1
s3837,13431,13,1
s4383,13431,13,1
s3837,13432,13,1
s3837,13433,13,1
s4005,13860,13,1
s4005,13861,13,1
s4005,13862,13,1
s4005,13863,13,1
s4005,13864,13,1
s4005,13865,13,1
s4005,13866,13,1
s4005,13867,13,1
s7735,13867,13,1
s4005,13868,13,1
s4005,13869,13,1
s4300,14653,13,1
s4300,14654,13,1
s4300,14655,13,1
s4300,14656,13,1
s4819,14656,13,1
s4300,14657,13,1
s4383,14857,13,1
s4383,14858,13,1
s4383,14859,13,1
s4383,14860,13,1
s4383,14861,13,1
s4383,14862,13,1
s4383,14863,13,1
s4383,14864,13,1
s6690,15108,13,1
s4819,15974,13,1
s4819,15975,13,1
s4819,15976,13,1
s4819,15977,13,1
s4819,15978,13,1
s4819,15979,13,1
s5882,16606,13,1
s5115,16686,13,1
s5115,16687,13,1
s5115,16688,13,1
s5115,16689,13,1
s5115,16690,13,1
s7735,16690,13,1
s5115,16691,13,1
s5115,16692,13,1
s5115,16693,13,1
s5882,17074,13,1
s5882,17597,13,1
s6749,17671,13,1
s5527,17754,13,1
s5527,17755,13,1
s5527,17756,13,1
s5527,17757,13,1
s5698,18184,13,1
s5698,18185,13,1
s5698,18186,13,1
s5698,18187,13,1
s5698,18188,13,1
s5698,18189,13,1
s5698,18190,13,1
s5698,18191,13,1
s5698,18192,13,1
s5698,18193,13,1
s5698,18194,13,1
s5698,18195,13,1
s5698,18196,13,1
s5698,18197,13,1
s5698,18198,13,1
s5882,18585,13,1
s5882,18586,13,1
s5882,18587,13,1
s5882,18588,13,1
s5882,18589,13,1
s6749,19438,13,1
s6690,20680,13,1
s6690,20725,13,1
s6749,20835,13,1
s6749,20836,13,1
s6749,20837,13,1
s6749,20838,13,1
s7483,22540,13,1
s7483,22541,13,1
s7735,23005,13,1
s7735,23106,13,1
s7735,23107,13,1
s7735,23108,13,1
s7735,23109,13,1
s7735,23110,13,1
s7735,23111,13,1
s6215,3879,10,1
s6215,4819,10,1
s6215,7324,10,1
s6485,7988,10,1
s6215,8274,10,1
s6215,8277,10,1
s6485,12609,10,1
s6485,18991,10,1
s6215,19438,10,1
s6215,19439,10,1
s6215,19440,10,1
s6215,19441,10,1
s6215,19442,10,1
s6215,19443,10,1
s6215,19444,10,1
s6215,19445,10,1
s6485,20186,10,1
s6485,20187,10,1
s6485,20188,10,1
s6485,20189,10,1
s6485,20190,10,1
s6485,20191,10,1
s6485,20192,10,1
s6875,6,3,1
s1812,2863,3,1
s1812,3996,3,1
s1615,5489,3,1
s1615,6833,3,1
s1615,6834,3,1
s1615,6835,3,1
s1615,6836,3,1
s1615,6837,3,1
s1615,6838,3,1
s1615,6839,3,1
s1812,7536,3,1
s1812,7537,3,1
s1812,7538,3,1
s1812,7539,3,1
s1812,7540,3,1
s1812,7541,3,1
s1812,7542,3,1
s1812,7543,3,1
s6875,7981,3,1
s6875,7987,3,1
s6875,7988,3,1
s5727,7998,3,1
s5727,12677,3,1
s5270,17115,3,1
s5270,17116,3,1
s5270,17117,3,1
s5270,17118,3,1
s5270,17119,3,1
s5270,17120,3,1
s5270,17121,3,1
s5270,17122,3,1
s5727,18193,3,1
s5727,18248,3,1
s5727,18249,3,1
s5727,18250,3,1
s5727,18251,3,1
s5727,18252,3,1
s5727,18253,3,1
s5727,18254,3,1
s5727,18255,3,1
s5727,18256,3,1
s5727,18257,3,1
s5727,18258,3,1
s6276,19608,3,1
s6276,19609,3,1
s6276,19610,3,1
s6276,19611,3,1
s6875,21159,3,1
s6875,21160,3,1
s6875,21161,3,1
s6875,21162,3,1
s6875,21163,3,1
s6875,21164,3,1
s6875,21165,3,1
s6875,6,5,1
s667,458,5,1
s4255,694,5,1
s4255,825,5,1
s6785,1135,5,1
s6785,1150,5,1
s667,1365,5,1
s5882,1407,5,1
s5698,1713,5,1
s6785,3249,5,1
s667,3404,5,1
s667,3405,5,1
s7691,3405,5,1
s667,3406,5,1
s667,3407,5,1
s667,3408,5,1
s667,3409,5,1
s667,3410,5,1
s667,3411,5,1
s667,3412,5,1
s5882,3626,5,1
s5882,3628,5,1
s7096,3878,5,1
s827,4091,5,1
s827,4092,5,1
s827,4093,5,1
s827,4094,5,1
s827,4095,5,1
s827,4096,5,1
s827,4097,5,1
s827,4098,5,1
s827,4099,5,1
s827,4100,5,1
s6785,4716,5,1
s7691,4718,5,1
s7405,5488,5,1
s1615,5489,5,1
s1615,6833,5,1
s1615,6834,5,1
s1615,6835,5,1
s1615,6836,5,1
s1615,6837,5,1
s1615,6838,5,1
s1615,6839,5,1
s7691,7324,5,1
s6875,7981,5,1
s7096,7981,5,1
s6875,7987,5,1
s6875,7988,5,1
s1966,7997,5,1
s1966,7998,5,1
s1966,7999,5,1
s1966,8000,5,1
s1966,8001,5,1
s1966,8002,5,1
s1966,8003,5,1
s4255,8219,5,1
s7096,10106,5,1
s5882,10199,5,1
s5298,10881,5,1
s2926,11046,5,1
s2926,11047,5,1
s2926,11048,5,1
s2926,11049,5,1
s2926,11050,5,1
s2926,11051,5,1
s2926,11052,5,1
s2926,11053,5,1
s2926,11054,5,1
s2926,11055,5,1
s2926,11056,5,1
s6785,11135,5,1
s6785,11437,5,1
s5298,12673,5,1
s5298,12677,5,1
s3702,13048,5,1
s3702,13049,5,1
s3702,13050,5,1
s3702,13051,5,1
s5161,13134,5,1
s6785,14146,5,1
s4255,14521,5,1
s4255,14522,5,1
s4255,14523,5,1
s6785,15660,5,1
s7691,15783,5,1
s5882,16606,5,1
s7096,16693,5,1
s7691,16693,5,1
s5161,16785,5,1
s5161,16786,5,1
s5161,16787,5,1
s5161,16788,5,1
s5161,16789,5,1
s5161,16790,5,1
s5161,16791,5,1
s5190,16890,5,1
s5190,16891,5,1
s5190,16892,5,1
s5190,16893,5,1
s5190,16894,5,1
s5882,17074,5,1
s5262,17092,5,1
s5262,17093,5,1
s5270,17115,5,1
s5270,17116,5,1
s5270,17117,5,1
s5270,17118,5,1
s5270,17119,5,1
s5270,17120,5,1
s5270,17121,5,1
s5270,17122,5,1
s5298,17186,5,1
s5298,17187,5,1
s5298,17188,5,1
s5298,17189,5,1
s6785,17382,5,1
s5882,17597,5,1
s5698,18184,5,1
s5698,18185,5,1
s5698,18186,5,1
s5698,18187,5,1
s5698,18188,5,1
s5698,18189,5,1
s5698,18190,5,1
s5698,18191,5,1
